,experiment,policy,Gain,Final Value,Initial Value,num_stocks,pct_variance,initial_budget,trading_fee,average_error,status,runtime,leftover_cash
81,37_25600_24388_2,Naive,-0.005579688265991081,25457.15998039063,25600.0,37,0.0002029655028094949,25600,2,6.405877815540861,Complete,4.15787148475647,0.14998039062675161
82,37_25600_24388_2,DayTrading,-0.05527304687500035,24185.00999999999,25600.0,37,0.0002029655028094949,25600,2,6.405877815540861,Infeasible,2210.81613445282,1.1099999999896681
83,37_25600_24388_2,Directional,0.004108984374999807,25705.189999999995,25600.0,37,0.0002029655028094949,25600,2,6.405877815540861,Infeasible,4466.8065533638,987.9199999999996
84,37_276346_275950_2,Naive,0.06189062262525952,293449.22599999997,276346.0,37,0.00013245563383957188,276346,2,8.728367250489725,Complete,4.1775970458984375,3.8200000000056207
85,37_276346_275950_2,DayTrading,0.06741526926389341,294975.9399999999,276346.0,37,0.00013245563383957188,276346,2,8.728367250489725,Complete,119.22709512710571,0.4309999998690017
86,37_276346_275950_2,Directional,0.06014166660635575,292965.909,276346.0,37,0.00013245563383957188,276346,2,8.728367250489725,Infeasible,14.826584815979004,7844.6600000000035
87,37_335664_335550_2,Naive,0.06106472542662544,356161.2299956028,335664.0,37,9.907232643459653e-05,335664,2,6.2311661872983795,Complete,4.191720724105835,0.06999560279624006
88,37_335664_335550_2,DayTrading,0.05077842723676106,352708.49000000017,335664.0,37,9.907232643459653e-05,335664,2,6.2311661872983795,Infeasible,175.25859117507935,15.450000000149032
89,37_335664_335550_2,Directional,0.058837200295533715,355413.53,335664.0,37,9.907232643459653e-05,335664,2,6.2311661872983795,Infeasible,43.39703607559204,3185.9900000000507
90,38_109976_109704_6,Naive,0.11189795932512478,122282.08997473992,109976.0,38,0.0003115447128686182,109976,6,9.78645011060286,Complete,4.29623007774353,4.449974739937943
91,38_109976_109704_6,DayTrading,-0.1806739652287775,90106.19999999997,109976.0,38,0.0003115447128686182,109976,6,9.78645011060286,Infeasible,680.084748506546,1.0799999999726424
92,38_109976_109704_6,Directional,0.09970766349021588,120941.44999999998,109976.0,38,0.0003115447128686182,109976,6,9.78645011060286,Infeasible,1343.2498841285706,707.6499999999933
93,38_172423_171178_4,Naive,0.03229412539709491,177991.2499833433,172423.0,38,0.00018799969813842934,172423,4,7.441037046309657,Complete,4.2850518226623535,3.4399833432901232
94,38_172423_171178_4,DayTrading,0.08766690058726156,187538.7899999574,172423.0,38,0.00018799969813842934,172423,4,7.441037046309657,Complete,141.43207597732544,0.0799999573783996
95,38_172423_171178_4,Directional,0.03167471857002809,177884.44999999995,172423.0,38,0.00018799969813842934,172423,4,7.441037046309657,Infeasible,71.37054944038391,18727.729999999996
96,38_208522_207838_6,Naive,0.02077603312454549,212854.25997919647,208522.0,38,0.00025578450025937315,208522,6,7.136575131039394,Complete,4.2827794551849365,1.439979196459376
97,38_208522_207838_6,DayTrading,0.1357521988087591,236829.32000000007,208522.0,38,0.00025578450025937315,208522,6,7.136575131039394,Complete,162.430725812912,0.7100000001301259
98,38_208522_207838_6,Directional,0.016486797556133238,211959.86000000002,208522.0,38,0.00025578450025937315,208522,6,7.136575131039394,Infeasible,34.90691876411438,13249.610000000011
99,38_57875_57799_5,Naive,0.028701165806623297,59536.07997105832,57875.0,38,0.00016811469401769742,57875,5,9.659979491287816,Complete,4.309835910797119,14.059971058321196
100,38_57875_57799_5,DayTrading,0.09150444923997537,63170.819999763575,57875.0,38,0.00016811469401769742,57875,5,9.659979491287816,Complete,1510.1221904754639,0.6399997635725487
101,38_57875_57799_5,Directional,0.030721036717062566,59652.979999999996,57875.0,38,0.00016811469401769742,57875,5,9.659979491287816,Infeasible,2405.0399737358093,6737.8200000000015
102,39_114671_113842_6,Naive,0.026989299581592824,117765.88997232083,114671.0,39,0.00018154284020777836,114671,6,7.671814583192987,Complete,4.3436503410339355,3.8399723208306114
103,39_114671_113842_6,DayTrading,-0.024217980137277884,111893.89999967821,114671.0,39,0.00018154284020777836,114671,6,7.671814583192987,Infeasible,206.13895988464355,16.099966961274376
104,39_114671_113842_6,Directional,0.03502847276120404,118687.75000000003,114671.0,39,0.00018154284020777836,114671,6,7.671814583192987,Infeasible,2108.809637069702,11168.460000000017
105,39_149822_147074_8,Naive,0.03228204118253139,154658.55997404922,149822.0,39,0.0003209276329706912,149822,8,8.504613771322543,Complete,4.375200510025024,2.499974049208049
106,39_149822_147074_8,DayTrading,-0.1494041596044382,127437.96999974386,149822.0,39,0.0003209276329706912,149822,8,8.504613771322543,Infeasible,188.46326565742493,15.919999743859293
107,39_149822_147074_8,Directional,0.02309013362523511,153281.40999999997,149822.0,39,0.0003209276329706912,149822,8,8.504613771322543,Infeasible,1094.200293302536,16.299999999999272
108,39_219925_215392_2,Naive,-0.005947436650105882,218617.00999472546,219925.0,39,0.00022782686590646416,219925,2,8.126605551832137,Complete,4.4080376625061035,2.469994725459401
109,39_219925_215392_2,DayTrading,-0.0401443673982001,211096.24999995084,219925.0,39,0.00022782686590646416,219925,2,8.126605551832137,Complete,224.24320316314697,0.840000017212013
110,39_219925_215392_2,Directional,-0.021674843696714907,215158.15999999997,219925.0,39,0.00022782686590646416,219925,2,8.126605551832137,Infeasible,1034.6948597431183,22423.819999999992
111,39_224358_222539_5,Naive,-0.028148628531186742,218042.63,224358.0,39,0.00046086676320366605,224358,5,8.79367853623837,Complete,4.439696550369263,0.6900000000052842
