,experiment,horizon,forecast_model,policy,Gain,Final Value,Initial Value,num_stocks,initial_budget,trading_fee,status,total_runtime,forecast_time,solve_time,leftover_cash,penalty,total_trades,total_trading_costs
91,20200603_72_34_9_95046,72,GBM,Directional,0.07227713506691663,101404.23,94569.05,34,95046.53,9,Complete,398.03189158439636,3.1654367446899414,384.69954085350037,167.73000000000647,,44,396
92,20200603_72_34_9_95046,72,GBM,SeededDirectional,0.06797953453058897,100997.81,94569.05,34,95046.53,9,Complete,93.00427556037903,3.0737462043762207,79.80714297294617,11272.460000000001,,40,360
93,20200615_71_21_9_114881,71,GBM,Naive,0.032043349675689614,120964.47999999998,117208.71999999999,21,114881.14,9,Complete,12.468413591384888,2.1293256282806396,0.19566059112548828,0.10999999998239218,,21,189
94,20200615_71_21_9_114881,71,GBM,Directional,0.06151078179166197,124418.31999999999,117208.71999999999,21,114881.14,9,Complete,56.74850797653198,2.095632553100586,44.54406929016113,3622.0999999999963,,25,225
95,20200615_71_21_9_114881,71,GBM,SeededDirectional,0.06572595451942483,124912.37499999999,117208.71999999999,21,114881.14,9,Complete,62.51427149772644,2.0785324573516846,50.142478227615356,7.26499999998714,,28,252
96,20200703_64_31_8_89467,64,GBM,Naive,0.005944091450396494,90591.11499999999,90055.815,31,89467.06,8,Complete,11.839190483093262,2.1788246631622314,0.19484829902648926,0.3049999999893771,,28,224
97,20200703_64_31_8_89467,64,GBM,Directional,0.0054022052879093415,90542.31499999999,90055.815,31,89467.06,8,Complete,835.1698927879333,2.5614726543426514,823.1743998527527,193.7349999999833,,36,288
98,20200703_64_31_8_89467,64,GBM,SeededDirectional,-0.0009360861372474111,89971.51499999998,90055.815,31,89467.06,8,Complete,804.3098306655884,2.7399237155914307,792.163325548172,8.844999999984111,,39,312
99,20200820_62_20_2_209439,62,GBM,Naive,0.07624453967895774,225389.50999999998,209422.20999999996,20,209439.58,2,Complete,11.259056091308594,1.7828705310821533,0.19213438034057617,1.1899999999736792,,15,30
100,20200820_62_20_2_209439,62,GBM,Directional,0.09619051389057567,229566.64,209422.20999999996,20,209439.58,2,Complete,58.741392374038696,1.6993401050567627,47.77870225906372,10790.559999999965,,21,42
