,experiment,policy,Gain,Final Value,Initial Value,num_stocks,pct_variance,initial_budget,trading_fee,average_error,status,runtime,leftover_cash,penalty,total_trades,total_trading_costs
116,21_215013_213542_6,DirectionalIncentive_25.0,0.007411365824392187,216606.54000000004,215013.0,21,0.00016033028996380997,215013,6,8.14368495807717,Complete,22.88904333114624,83.71999999999025,0.25,22,132
117,21_215013_213542_6,DirectionalIncentive_50.0,0.004778594782641012,216040.46,215013.0,21,0.00016033028996380997,215013,6,8.14368495807717,Complete,24.62973642349243,82.98999999999069,0.5,20,120
118,21_215013_213542_6,DirectionalIncentive_75.0,0.004772781180672758,216039.21,215013.0,21,0.00016033028996380997,215013,6,8.14368495807717,Complete,24.376280307769775,81.73999999999069,0.75,20,120
119,21_215013_213542_6,Naive,0.00709324552468927,216538.14,215013.0,21,0.00016033028996380997,215013,6,8.14368495807717,Complete,5.6659839153289795,-1.1823431123048067e-11,,16,96
120,21_239452_236795_7,Directional,-0.005449985800912121,238146.99,239452.0,21,0.00038662548202504567,239452,7,8.647652922082507,Complete,20.044377326965332,1248.5800000000036,,18,126
121,21_239452_236795_7,DirectionalIncentive_0,-0.045640003006865784,228523.40999999997,239452.0,21,0.00038662548202504567,239452,7,8.647652922082507,Infeasible,26.805739641189575,0.36999999996623956,0.0,24,168
122,21_239452_236795_7,DirectionalIncentive_25.0,0.00034182216060006106,239533.85,239452.0,21,0.00038662548202504567,239452,7,8.647652922082507,Complete,28.680919885635376,87.64000000000465,0.25,33,231
123,21_239452_236795_7,DirectionalIncentive_50.0,-0.0024181046723351215,238872.98,239452.0,21,0.00038662548202504567,239452,7,8.647652922082507,Complete,28.23741388320923,223.37000000000444,0.5,23,161
124,21_239452_236795_7,DirectionalIncentive_75.0,-0.002377010841421216,238882.82,239452.0,21,0.00038662548202504567,239452,7,8.647652922082507,Complete,27.770314693450928,233.21000000000458,0.75,23,161
125,21_239452_236795_7,Naive,-0.004572064547383104,238357.21000000002,239452.0,21,0.00038662548202504567,239452,7,8.647652922082507,Complete,5.678661346435547,0.08000000000811269,,15,105
126,21_240644_239139_5,Directional,0.0016295856119412668,241036.15,240644.0,21,0.00023933218656737202,240644,5,7.336849631978883,Infeasible,21.337810516357422,4862.979999999998,,19,95
127,21_240644_239139_5,DirectionalIncentive_0,0.04739066837319822,252048.2799999999,240644.0,21,0.00023933218656737202,240644,5,7.336849631978883,Complete,29.337785720825195,7.0999999999176,0.0,51,255
128,21_240644_239139_5,DirectionalIncentive_25.0,0.00336991572613492,241454.95,240644.0,21,0.00023933218656737202,240644,5,7.336849631978883,Complete,24.96247100830078,438.72000000000037,0.25,27,135
129,21_240644_239139_5,DirectionalIncentive_50.0,0.0029499177207823442,241353.87999999995,240644.0,21,0.00023933218656737202,240644,5,7.336849631978883,Complete,30.368313789367676,1612.229999999999,0.5,25,125
130,21_240644_239139_5,DirectionalIncentive_75.0,0.002774430278752112,241311.65000000002,240644.0,21,0.00023933218656737202,240644,5,7.336849631978883,Complete,27.785288333892822,1410.3399999999997,0.75,24,120
131,21_240644_239139_5,Naive,0.0008636824520870066,240851.84000000003,240644.0,21,0.00023933218656737202,240644,5,7.336849631978883,Complete,4.602752208709717,1.6899999999986903,,14,70
